Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Postal Code,Product ID,Sales,Quantity,Discount,Profit
CA-2016-128517,2/11/2017,2/14/2017,Second Class,VW-21775,94110,OFF-BI-10001759,21.336,7,0.2,7.7343
US-2015-100377,4/16/2017,4/21/2017,Standard Class,PL-18925,60610,OFF-AR-10001419,16.52,5,0.2,2.065
CA-2017-131492,12/6/2015,12/11/2015,Standard Class,GH-14425,85705,FUR-FU-10002253,206.112,6,0.2,48.9516
CA-2016-144554,12/6/2015,12/11/2015,Standard Class,GH-14425,85705,OFF-PA-10002586,19.92,5,0.2,6.723
CA-2017-127621,12/6/2015,12/11/2015,Standard Class,GH-14425,85705,OFF-PA-10003039,198.272,8,0.2,61.96
CA-2015-145184,12/6/2015,12/11/2015,Standard Class,GH-14425,85705,OFF-ST-10004804,247.104,6,0.2,-58.6872
CA-2017-106859,12/6/2015,12/11/2015,Standard Class,GH-14425,85705,OFF-AR-10004042,86.304,6,0.2,9.7092
US-2017-120089,7/22/2016,7/27/2016,Standard Class,CJ-12010,18103,OFF-AR-10002221,4.16,2,0.2,0.364
CA-2014-119375,7/22/2016,7/27/2016,Standard Class,CJ-12010,18103,FUR-FU-10002456,11.648,2,0.2,3.3488
CA-2016-125206,11/7/2015,11/10/2015,Second Class,MC-18130,19711,OFF-FA-10004968,26.18,7,0,0.5236
CA-2015-126137,11/7/2015,11/10/2015,Second Class,MC-18130,19711,OFF-PA-10001274,7.3,2,0,3.431
CA-2014-143903,3/26/2015,3/31/2015,Standard Class,BV-11245,33142,OFF-PA-10001125,74.352,3,0.2,23.235
CA-2014-104780,8/31/2017,9/5/2017,Standard Class,JF-15490,85281,OFF-ST-10000344,10.744,1,0.2,0.8058
CA-2017-101182,8/31/2017,9/5/2017,Standard Class,JF-15490,85281,OFF-FA-10000585,8.376,3,0.2,2.7222
US-2017-132297,12/4/2016,12/8/2016,Standard Class,EB-13840,10035,OFF-ST-10003324,212.88,6,0,0
CA-2014-100328,2/10/2017,2/14/2017,Standard Class,MP-18175,92677,FUR-BO-10004015,203.983,2,0.15,16.7986
CA-2017-118773,10/29/2016,11/2/2016,Standard Class,JM-15655,8302,OFF-ST-10000419,40.74,3,0,0.4074
US-2017-159205,10/29/2016,11/2/2016,Standard Class,JM-15655,8302,OFF-AP-10001626,11.67,3,0,3.0342
CA-2016-112123,9/15/2017,9/17/2017,Second Class,CL-11890,2149,TEC-PH-10000439,39.99,1,0,11.5971
CA-2015-114468,9/15/2017,9/17/2017,Second Class,CL-11890,2149,OFF-AR-10003478,16.28,2,0,6.512
CA-2017-135692,9/15/2017,9/17/2017,Second Class,CL-11890,2149,FUR-BO-10002545,782.94,3,0,203.5644
CA-2017-131233,9/15/2017,9/17/2017,Second Class,CL-11890,2149,OFF-BI-10001765,242.48,7,0,116.3904
CA-2017-119578,3/11/2014,3/16/2014,Second Class,CK-12205,43229,FUR-FU-10003981,8.32,5,0.2,2.288
CA-2016-124562,3/11/2014,3/16/2014,Second Class,CK-12205,43229,OFF-FA-10001561,10.464,6,0.2,1.7004
US-2017-140074,2/4/2014,2/8/2014,Standard Class,DB-13270,92024,OFF-BI-10004230,82.896,3,0.2,29.0136
CA-2016-103037,2/4/2014,2/8/2014,Standard Class,DB-13270,92024,OFF-PA-10000350,34.24,4,0,16.0928
CA-2017-127460,12/31/2014,1/4/2015,Second Class,PC-18745,13601,FUR-BO-10002613,1573.488,7,0.2,196.686
CA-2016-121671,11/23/2015,11/27/2015,Standard Class,VB-21745,78207,OFF-PA-10000994,335.52,4,0.2,117.432
CA-2016-150350,11/23/2015,11/27/2015,Standard Class,VB-21745,78207,OFF-BI-10002867,23.912,2,0.8,-40.6504
CA-2015-121720,11/23/2015,11/27/2015,Standard Class,VB-21745,78207,OFF-ST-10001291,27.056,2,0.2,2.3674
CA-2017-149895,7/6/2014,7/8/2014,First Class,EP-13915,10011,TEC-CO-10001046,559.992,1,0.2,174.9975
CA-2017-147564,11/13/2017,11/18/2017,Second Class,ME-17320,77095,OFF-AP-10004868,9.324,6,0.8,-24.7086
CA-2014-136399,6/17/2016,6/22/2016,Standard Class,IG-15085,92024,OFF-PA-10000806,111.96,2,0,54.8604
CA-2014-107916,5/3/2014,5/5/2014,First Class,JS-15940,54915,OFF-LA-10002195,21.56,7,0,10.3488
CA-2017-164168,10/16/2017,10/21/2017,Standard Class,BO-11425,40475,OFF-BI-10003719,124.75,5,0,57.385
CA-2015-112557,2/6/2015,2/13/2015,Standard Class,VW-21775,98006,OFF-AR-10001315,5.28,3,0,1.5312
US-2014-122959,9/4/2017,9/8/2017,Standard Class,AB-10150,11561,TEC-AC-10000171,91.96,4,0,39.5428
CA-2017-162572,5/9/2016,5/15/2016,Standard Class,JW-16075,19140,OFF-EN-10003134,9.344,1,0.2,3.504
US-2016-148110,5/9/2016,5/15/2016,Standard Class,JW-16075,19140,OFF-AR-10001955,79.36,5,0.2,9.92
CA-2017-131828,3/16/2015,3/18/2015,Second Class,JE-15475,98103,FUR-TA-10001039,171.96,2,0,44.7096
CA-2014-109218,4/9/2016,4/13/2016,Standard Class,EB-13750,98103,OFF-BI-10003712,35.352,9,0.2,12.8151
CA-2016-120558,4/4/2014,4/9/2014,Standard Class,PK-18910,94109,OFF-LA-10001641,18.9,6,0,9.072
US-2014-109036,9/5/2017,9/6/2017,First Class,CS-12400,98115,OFF-AR-10003732,2.78,1,0,0.7228
CA-2015-147830,6/30/2017,6/30/2017,Same Day,SG-20470,10011,FUR-TA-10000577,1044.63,5,0.4,-295.9785
CA-2017-150497,11/9/2015,11/9/2015,Same Day,CM-12190,19134,OFF-PA-10004000,11.352,3,0.2,4.1151
CA-2014-128986,3/4/2014,3/4/2014,Same Day,CL-12565,29203,OFF-ST-10001370,354.9,5,0,17.745
CA-2015-139584,3/19/2015,3/25/2015,Standard Class,JO-15550,98105,TEC-PH-10004539,453.576,3,0.2,39.6879
US-2016-162677,11/29/2015,11/30/2015,First Class,AW-10840,75002,TEC-AC-10003038,21.48,3,0.2,-0.2685
US-2014-150924,11/29/2015,11/30/2015,First Class,AW-10840,75002,OFF-BI-10000088,8.784,4,0.8,-13.6152
CA-2014-153969,6/11/2017,6/11/2017,Same Day,DV-13465,90004,OFF-PA-10000357,122.97,3,0,60.2553
CA-2016-146682,11/26/2017,11/30/2017,Standard Class,AH-10075,30318,OFF-AR-10003504,12.84,3,0,3.7236
CA-2016-138695,11/23/2014,11/25/2014,First Class,SC-20095,90004,FUR-CH-10000863,603.92,5,0.2,-67.941
CA-2017-107461,11/23/2014,11/25/2014,First Class,SC-20095,90004,OFF-EN-10003160,21.84,3,0,10.4832
US-2016-133879,11/23/2014,11/25/2014,First Class,SC-20095,90004,TEC-AC-10003280,29.99,1,0,6.2979
CA-2017-157483,11/23/2014,11/25/2014,First Class,SC-20095,90004,FUR-CH-10000595,381.44,2,0.2,23.84
US-2017-132059,12/15/2014,12/18/2014,First Class,MC-18100,79907,TEC-PH-10000169,40.68,3,0.2,-9.153
CA-2017-122280,12/15/2014,12/18/2014,First Class,MC-18100,79907,FUR-CH-10004675,763.28,5,0.3,-21.808
CA-2017-105235,4/22/2016,4/27/2016,Standard Class,TT-21460,60505,OFF-ST-10002406,23.952,2,0.2,2.3952
CA-2017-152912,5/23/2016,5/27/2016,Standard Class,AP-10720,35630,OFF-PA-10001526,4.98,1,0,2.4402
CA-2014-123498,2/27/2016,3/1/2016,First Class,DL-12865,10011,OFF-AP-10004336,170.88,3,0,49.5552
CA-2017-159352,8/9/2015,8/12/2015,First Class,NP-18325,10024,TEC-PH-10003012,307.98,2,0,89.3142
US-2017-146416,8/9/2015,8/12/2015,First Class,NP-18325,10024,FUR-TA-10002607,382.806,9,0.4,-153.1224
US-2015-163783,8/9/2015,8/12/2015,First Class,NP-18325,10024,OFF-ST-10000642,41.96,2,0,2.9372
CA-2017-123981,8/9/2015,8/12/2015,First Class,NP-18325,10024,OFF-BI-10000545,1217.568,2,0.2,456.588
CA-2017-158953,8/9/2015,8/12/2015,First Class,NP-18325,10024,FUR-FU-10002157,47.04,3,0,18.3456
CA-2014-165428,8/9/2015,8/12/2015,First Class,NP-18325,10024,FUR-FU-10001706,6.16,2,0,2.9568
CA-2016-169026,8/9/2015,8/12/2015,First Class,NP-18325,10024,TEC-PH-10000984,979.95,5,0,274.386
CA-2017-109750,8/9/2015,8/12/2015,First Class,NP-18325,10024,OFF-PA-10001357,143.7,3,0,68.976
CA-2015-149384,8/9/2015,8/12/2015,First Class,NP-18325,10024,OFF-FA-10000992,10.65,3,0,5.0055
CA-2014-131527,8/9/2015,8/12/2015,First Class,NP-18325,10024,TEC-AC-10002600,247.8,4,0,34.692
CA-2017-164000,5/12/2016,5/16/2016,Standard Class,VG-21805,23464,OFF-AR-10001662,10.96,4,0,2.9592
CA-2014-164224,4/15/2016,4/19/2016,Standard Class,MY-18295,76051,OFF-AR-10001221,33.488,7,0.2,5.8604
CA-2014-158372,4/15/2016,4/19/2016,Standard Class,MY-18295,76051,OFF-FA-10002988,8.04,5,0.2,2.9145
CA-2016-108882,6/23/2015,6/25/2015,Second Class,RD-19480,98502,TEC-PH-10004830,201.568,4,0.2,22.6764
US-2017-108245,10/19/2014,10/19/2014,Same Day,JF-15490,90032,OFF-PA-10004519,13.44,3,0,6.5856
CA-2014-142314,3/24/2015,3/27/2015,First Class,DP-13390,61604,FUR-BO-10000362,359.058,3,0.3,-35.9058
CA-2016-132409,5/8/2017,5/12/2017,Standard Class,MD-17350,43229,FUR-CH-10004540,47.992,2,0.3,-2.0568
CA-2017-150189,10/16/2017,10/18/2017,First Class,MY-17380,10011,FUR-FU-10001290,547.3,13,0,175.136
CA-2014-114433,11/19/2017,11/21/2017,Second Class,AB-10150,75007,OFF-PA-10000308,16.896,4,0.2,5.28
CA-2017-104640,11/19/2017,11/21/2017,Second Class,AB-10150,75007,OFF-SU-10001165,6.672,1,0.2,0.5004
US-2015-137008,11/19/2017,11/21/2017,Second Class,AB-10150,75007,OFF-AR-10003373,99.136,4,0.2,8.6744
CA-2014-108189,11/19/2017,11/21/2017,Second Class,AB-10150,75007,FUR-FU-10001967,15.992,2,0.6,-13.993
CA-2014-154641,5/8/2016,5/13/2016,Second Class,GB-14530,19901,FUR-FU-10001488,211.96,2,0,42.392
CA-2017-131625,12/11/2016,12/17/2016,Standard Class,CA-12775,37167,OFF-AR-10003251,6.672,3,0.2,1.668
US-2017-156356,11/30/2017,12/4/2017,Standard Class,ME-17725,19711,OFF-AR-10001044,155.94,6,0,45.2226
CA-2016-138933,4/19/2016,4/24/2016,Second Class,JO-15280,90049,TEC-PH-10004700,39.96,5,0.2,12.987
CA-2016-140746,4/19/2016,4/24/2016,Second Class,JO-15280,90049,OFF-AR-10000823,5.46,3,0,1.5288
CA-2016-146836,4/19/2016,4/24/2016,Second Class,JO-15280,90049,OFF-AR-10004456,73.2,5,0,21.228
US-2016-127971,4/19/2016,4/24/2016,Second Class,JO-15280,90049,OFF-BI-10000050,5.84,1,0.2,1.971
US-2016-140809,4/19/2016,4/24/2016,Second Class,JO-15280,90049,OFF-PA-10002377,22.72,4,0,10.224
CA-2017-114524,4/19/2016,4/24/2016,Second Class,JO-15280,90049,OFF-BI-10000591,9.336,3,0.2,3.2676
CA-2017-113355,5/26/2014,5/30/2014,Standard Class,ML-17395,90008,FUR-BO-10000362,290.666,2,0.15,27.3568
US-2017-140907,5/26/2014,5/30/2014,Standard Class,ML-17395,90008,TEC-PH-10000441,201.584,2,0.2,20.1584
CA-2016-159730,5/26/2014,5/30/2014,Standard Class,ML-17395,90008,TEC-PH-10002726,83.984,2,0.2,31.494
CA-2016-157868,12/21/2017,12/25/2017,Standard Class,YS-21880,94601,OFF-ST-10003306,1000.02,7,0,290.0058
CA-2017-119389,3/15/2016,3/19/2016,Standard Class,PL-18925,19143,TEC-AC-10004855,83.976,3,0.2,-13.6461
CA-2017-110373,8/10/2015,8/16/2015,Standard Class,JK-16120,55122,OFF-LA-10002787,3.75,1,0,1.8
CA-2016-155474,8/10/2015,8/16/2015,Standard Class,JK-16120,55122,OFF-LA-10002043,41.4,4,0,19.872
CA-2015-155453,8/10/2015,8/16/2015,Standard Class,JK-16120,55122,OFF-AR-10001915,29.79,3,0,12.5118
US-2016-161844,9/10/2016,9/14/2016,Second Class,PN-18775,10011,OFF-ST-10000352,59.48,2,0,8.922
US-2016-162103,9/10/2016,9/14/2016,Second Class,PN-18775,10011,OFF-PA-10000575,6.69,1,0,3.0774
CA-2014-151554,7/8/2017,7/15/2017,Standard Class,JC-15385,98031,FUR-FU-10002937,198.46,2,0,99.23
CA-2014-140662,7/8/2017,7/15/2017,Standard Class,JC-15385,98031,OFF-LA-10003930,786.48,8,0,385.3752
CA-2016-122518,7/8/2017,7/15/2017,Standard Class,JC-15385,98031,OFF-BI-10001107,23.168,2,0.2,7.8192
US-2014-126571,7/8/2017,7/15/2017,Standard Class,JC-15385,98031,TEC-AC-10003063,50,2,0,10.5
CA-2014-143840,12/19/2015,12/24/2015,Standard Class,JG-15160,90049,TEC-PH-10002922,675.96,5,0.2,84.495
CA-2014-115980,12/19/2015,12/24/2015,Standard Class,JG-15160,90049,TEC-AC-10002049,1265.85,3,0,556.974
CA-2015-155145,11/16/2015,11/22/2015,Standard Class,PO-19180,10011,OFF-AP-10002457,523.25,5,0,141.2775
CA-2015-146038,9/24/2015,9/30/2015,Standard Class,MC-17275,70506,FUR-CH-10001270,517.5,6,0,155.25
CA-2017-133865,6/21/2017,6/25/2017,Second Class,AS-10240,44105,FUR-FU-10004415,17.92,5,0.2,2.464
CA-2017-116358,6/21/2017,6/25/2017,Second Class,AS-10240,44105,OFF-BI-10001510,41.256,6,0.7,-34.38
CA-2014-102988,5/8/2016,5/8/2016,Same Day,CL-12565,44105,OFF-ST-10002011,1006.056,3,0.2,88.0299
US-2014-117170,5/8/2016,5/8/2016,Same Day,CL-12565,44105,OFF-PA-10002986,10.688,2,0.2,3.7408
CA-2014-159478,5/8/2016,5/8/2016,Same Day,CL-12565,44105,OFF-PA-10004451,10.368,2,0.2,3.6288
CA-2014-103702,5/8/2016,5/8/2016,Same Day,CL-12565,44105,OFF-ST-10000649,25.12,2,0.2,1.57
CA-2017-150525,5/8/2016,5/8/2016,Same Day,CL-12565,44105,TEC-AC-10001465,58.112,2,0.2,7.264
CA-2015-157770,11/26/2014,12/2/2014,Standard Class,NW-18400,97224,OFF-PA-10001166,15.552,3,0.2,5.4432
CA-2016-167290,11/26/2014,12/2/2014,Standard Class,NW-18400,97224,OFF-ST-10001097,669.08,5,0.2,-167.27
CA-2014-106264,11/26/2014,12/2/2014,Standard Class,NW-18400,97224,TEC-PH-10000038,438.336,4,0.2,-87.6672
CA-2014-138023,5/26/2016,6/1/2016,Standard Class,TB-21280,20016,OFF-PA-10002689,19.44,3,0,9.3312
CA-2017-113418,5/26/2016,6/1/2016,Standard Class,TB-21280,20016,OFF-BI-10004728,9.64,2,0,4.4344
US-2015-110569,5/26/2016,6/1/2016,Standard Class,TB-21280,20016,OFF-PA-10004675,12.7,2,0,5.842
CA-2017-136308,5/26/2016,6/1/2016,Standard Class,TB-21280,20016,FUR-FU-10000629,41.37,3,0,17.3754
US-2014-159926,11/29/2014,12/4/2014,Standard Class,BS-11380,60076,OFF-FA-10003112,12.624,2,0.2,3.945
CA-2014-104738,3/19/2015,3/20/2015,First Class,FH-14365,98115,OFF-ST-10000142,1247.64,3,0,349.3392
CA-2015-144386,3/19/2015,3/20/2015,First Class,FH-14365,98115,TEC-CO-10001766,3149.93,7,0,1480.4671
CA-2016-111416,3/19/2015,3/20/2015,First Class,FH-14365,98115,OFF-PA-10004359,209.7,2,0,100.656
CA-2016-162747,11/1/2015,11/3/2015,First Class,VM-21685,19140,TEC-AC-10002323,35.36,2,0.2,-3.094
US-2014-133130,11/1/2015,11/3/2015,First Class,VM-21685,19140,OFF-FA-10001135,3.168,2,0.2,-0.7128
CA-2017-169978,9/26/2015,9/29/2015,Second Class,SF-20200,19143,OFF-BI-10004224,121.104,6,0.7,-100.92
CA-2017-161739,9/26/2015,9/29/2015,Second Class,SF-20200,19143,TEC-PH-10003357,45.894,1,0.4,-9.1788
CA-2015-165057,8/29/2014,8/29/2014,Same Day,HH-15010,94110,OFF-PA-10004475,109.92,2,0,53.8608
CA-2014-134551,8/29/2014,8/29/2014,Same Day,HH-15010,94110,OFF-PA-10003001,13.36,2,0,6.4128
CA-2015-120810,11/18/2017,11/21/2017,First Class,CD-12280,98105,OFF-ST-10003442,169.68,6,0,45.8136
CA-2014-165309,11/18/2017,11/21/2017,First Class,CD-12280,98105,TEC-AC-10003832,132.52,4,0,54.3332
CA-2017-122595,11/18/2017,11/21/2017,First Class,CD-12280,98105,OFF-FA-10000611,2.96,2,0,1.4208
US-2017-109253,11/18/2017,11/21/2017,First Class,CD-12280,98105,OFF-BI-10001116,8.448,2,0.2,2.9568
CA-2016-145982,11/18/2017,11/21/2017,First Class,CD-12280,98105,OFF-ST-10000563,95.94,3,0,9.594
CA-2015-112014,5/12/2014,5/15/2014,First Class,HL-15040,53209,FUR-FU-10000010,34.79,7,0,10.7849
CA-2017-154732,1/20/2017,1/26/2017,Standard Class,TH-21100,90045,TEC-PH-10004922,160.776,3,0.2,10.0485
US-2016-157308,10/30/2017,11/6/2017,Standard Class,MM-18055,98115,OFF-BI-10004330,88.752,3,0.2,27.735
CA-2016-147536,10/30/2017,11/6/2017,Standard Class,MM-18055,98115,OFF-BI-10002072,13.904,2,0.2,5.214
US-2014-134733,4/30/2017,5/6/2017,Standard Class,QJ-19255,19143,TEC-PH-10002549,677.58,5,0.4,-158.102
US-2014-150434,4/30/2017,5/6/2017,Standard Class,QJ-19255,19143,OFF-BI-10002353,13.896,3,0.7,-9.264
CA-2017-100335,11/24/2016,11/26/2016,Second Class,NS-18505,75217,OFF-ST-10001325,41.92,5,0.2,3.668
CA-2016-139234,11/24/2016,11/26/2016,Second Class,NS-18505,75217,TEC-AC-10002049,297.576,3,0.2,-7.4394
US-2015-142020,11/24/2016,11/26/2016,Second Class,NS-18505,75217,OFF-FA-10002676,4.344,3,0.2,0.8688
CA-2015-139962,11/24/2016,11/26/2016,Second Class,NS-18505,75217,TEC-AC-10003023,94.992,2,0.2,-2.3748
CA-2016-130050,11/24/2016,11/26/2016,Second Class,NS-18505,75217,OFF-PA-10000167,74.352,3,0.2,23.235
CA-2014-115161,11/24/2016,11/26/2016,Second Class,NS-18505,75217,OFF-AR-10003405,14.04,3,0.2,1.5795
CA-2014-165379,1/10/2015,1/15/2015,Standard Class,MM-17920,10011,FUR-TA-10001889,1018.104,4,0.4,-373.3048
CA-2015-115511,10/19/2017,10/26/2017,Standard Class,RD-19480,77095,TEC-PH-10002185,16.68,3,0.2,5.2125
CA-2016-134887,3/22/2016,3/25/2016,First Class,RB-19645,89031,TEC-AC-10001013,58.58,2,0,19.3314
CA-2017-123778,7/3/2017,7/7/2017,Standard Class,RD-19585,75023,TEC-PH-10002726,167.968,4,0.2,62.988
CA-2015-161718,12/11/2015,12/12/2015,First Class,SW-20455,23434,OFF-LA-10003930,196.62,2,0,96.3438
CA-2016-100671,9/17/2015,9/21/2015,Standard Class,SF-20965,77041,FUR-FU-10003535,21.936,2,0.6,-10.4196
CA-2017-142867,9/17/2015,9/21/2015,Standard Class,SF-20965,77041,OFF-BI-10000088,6.588,3,0.8,-10.2114
CA-2017-103156,5/18/2016,5/24/2016,Standard Class,EB-13930,94110,OFF-ST-10000604,104.28,3,0,26.07
US-2017-162208,5/18/2016,5/24/2016,Standard Class,EB-13930,94110,OFF-PA-10004040,17.94,3,0,8.7906
CA-2015-130659,9/7/2014,9/13/2014,Standard Class,SB-20290,19134,OFF-ST-10002344,64.784,1,0.2,-14.5764
CA-2017-148404,9/7/2014,9/13/2014,Standard Class,SB-20290,19134,TEC-PH-10003589,32.382,3,0.4,4.3176
CA-2017-101077,9/7/2014,9/13/2014,Standard Class,SB-20290,19134,FUR-FU-10000758,42.368,2,0.2,8.4736
CA-2014-166471,9/7/2014,9/13/2014,Standard Class,SB-20290,19134,TEC-MA-10004679,399.54,4,0.7,-559.356
CA-2014-105340,9/29/2016,10/1/2016,Second Class,PS-18760,90008,OFF-PA-10000176,18.97,1,0,9.1056
US-2017-131583,11/7/2016,11/12/2016,Standard Class,CB-12535,94110,FUR-FU-10002597,14.82,3,0,6.2244
US-2017-148362,4/24/2017,4/27/2017,First Class,DK-12835,19143,OFF-AP-10002495,99.28,2,0.2,12.41
CA-2014-102274,4/24/2017,4/27/2017,First Class,DK-12835,19143,OFF-BI-10002813,1.188,2,0.7,-0.99
CA-2015-129700,4/24/2017,4/27/2017,First Class,DK-12835,19143,OFF-BI-10002414,7.518,2,0.7,-5.7638
CA-2017-168739,12/10/2017,12/12/2017,First Class,AW-10840,19140,OFF-PA-10000788,10.368,2,0.2,3.6288
CA-2015-152527,12/10/2017,12/12/2017,First Class,AW-10840,19140,FUR-FU-10004306,310.88,2,0.2,23.316
US-2014-150119,8/16/2014,8/20/2014,Standard Class,TS-21610,19143,FUR-TA-10001539,853.092,6,0.4,-227.4912
US-2017-150847,12/9/2017,12/15/2017,Standard Class,HF-14995,46203,OFF-PA-10000575,33.45,5,0,15.387
CA-2016-100244,12/9/2017,12/15/2017,Standard Class,HF-14995,46203,OFF-BI-10004182,10.4,5,0,5.096
CA-2016-116540,3/14/2016,3/19/2016,Standard Class,HZ-14950,43229,FUR-FU-10004020,21.88,5,0.2,6.2905
CA-2015-151841,6/26/2016,6/29/2016,Second Class,AB-10255,75023,TEC-AC-10003133,13.616,2,0.2,3.5742
CA-2015-150791,9/25/2015,9/28/2015,Second Class,PO-19195,7002,TEC-AC-10002006,63.96,4,0,19.8276
CA-2016-134803,9/25/2015,9/28/2015,Second Class,PO-19195,7002,OFF-BI-10003314,14.46,3,0,7.0854
CA-2015-153381,9/25/2015,9/28/2015,Second Class,PO-19195,7002,TEC-PH-10002726,104.98,2,0,52.49
US-2017-111024,12/27/2015,12/31/2015,Standard Class,AG-10900,90008,OFF-AP-10000240,106.96,2,0,31.0184
CA-2017-148264,12/27/2015,12/31/2015,Standard Class,AG-10900,90008,OFF-LA-10002381,21.56,7,0,10.3488
CA-2017-131212,6/3/2014,6/7/2014,Second Class,SC-20725,98115,FUR-TA-10004086,515.88,6,0,113.4936
US-2015-100531,7/13/2015,7/15/2015,Second Class,ND-18370,10035,OFF-BI-10000320,11.808,2,0.2,4.2804
CA-2017-152583,7/13/2015,7/15/2015,Second Class,ND-18370,10035,FUR-CH-10000595,1931.04,9,0.1,321.84
CA-2015-144099,7/13/2015,7/15/2015,Second Class,ND-18370,10035,OFF-PA-10000349,9.96,2,0,4.6812
CA-2014-158337,2/2/2014,2/6/2014,Standard Class,CD-12790,92037,OFF-FA-10001843,12.35,5,0,5.8045
CA-2017-168858,3/8/2016,3/8/2016,Same Day,PG-18820,85301,OFF-BI-10003676,9.702,3,0.7,-7.1148
CA-2016-116344,11/22/2015,11/26/2015,Standard Class,IM-15070,19120,OFF-BI-10003638,11.61,2,0.7,-9.288
CA-2015-131779,10/30/2017,11/5/2017,Standard Class,JK-15205,94122,OFF-LA-10003077,43.86,6,0,20.6142
CA-2016-158869,10/30/2017,11/5/2017,Standard Class,JK-15205,94122,TEC-PH-10003505,148.48,2,0.2,16.704
CA-2017-102554,10/30/2017,11/5/2017,Standard Class,JK-15205,94122,OFF-PA-10003424,7.42,2,0,3.71
CA-2016-162614,10/30/2017,11/5/2017,Standard Class,JK-15205,94122,FUR-CH-10003061,71.992,1,0.2,-0.8999
CA-2014-168592,10/30/2017,11/5/2017,Standard Class,JK-15205,94122,OFF-AR-10003514,19.9,5,0,6.567
CA-2014-157609,10/30/2017,11/5/2017,Standard Class,JK-15205,94122,OFF-AP-10002684,1702.12,14,0,510.636
CA-2015-153325,1/30/2015,2/4/2015,Standard Class,JP-15520,77070,OFF-PA-10004405,14.304,6,0.2,5.0064
CA-2015-153626,9/8/2017,9/13/2017,Second Class,MM-18055,60610,FUR-TA-10004289,765.625,7,0.5,-566.5625
CA-2016-166485,10/7/2017,10/13/2017,Standard Class,DC-13285,94110,FUR-BO-10003965,307.666,2,0.15,-14.4784
CA-2017-136448,4/30/2016,5/4/2016,Standard Class,JL-15835,10011,OFF-BI-10003314,7.712,2,0.2,2.7956
CA-2017-114258,5/19/2016,5/24/2016,Standard Class,BN-11515,10011,OFF-AP-10001563,242.9,5,0,70.441
CA-2015-152611,5/19/2016,5/24/2016,Standard Class,BN-11515,10011,OFF-ST-10004123,454.9,5,0,0
CA-2016-165470,5/19/2016,5/24/2016,Standard Class,BN-11515,10011,FUR-FU-10002088,35.92,4,0,15.0864
CA-2017-128699,5/19/2016,5/24/2016,Standard Class,BN-11515,10011,FUR-FU-10000010,39.76,8,0,12.3256
US-2015-147242,5/19/2016,5/24/2016,Standard Class,BN-11515,10011,OFF-BI-10002824,47.744,4,0.2,14.92
CA-2016-146143,12/20/2015,12/25/2015,Standard Class,KD-16345,60623,TEC-PH-10001061,159.984,2,0.2,11.9988
CA-2015-100888,12/20/2015,12/25/2015,Standard Class,KD-16345,60623,TEC-AC-10000736,255.968,4,0.2,51.1936
US-2016-150035,12/20/2015,12/25/2015,Standard Class,KD-16345,60623,FUR-BO-10003966,359.058,3,0.3,-71.8116
CA-2017-122644,12/19/2015,12/20/2015,First Class,JK-15370,19143,OFF-AP-10000828,434.352,3,0.2,43.4352
CA-2017-111815,12/19/2015,12/20/2015,First Class,JK-15370,19143,OFF-AP-10002906,3.552,2,0.2,0.444
CA-2016-144911,12/19/2015,12/20/2015,First Class,JK-15370,19143,OFF-AP-10003860,88.832,4,0.2,7.7728
CA-2014-143385,4/29/2017,5/4/2017,Second Class,FM-14215,43017,FUR-TA-10001307,1048.35,5,0.4,-69.89
CA-2016-131289,2/7/2016,2/7/2016,Same Day,CA-12265,22153,TEC-AC-10003063,100,4,0,21
CA-2014-124023,2/7/2016,2/7/2016,Same Day,CA-12265,22153,OFF-LA-10001045,7.83,3,0,3.6018
CA-2014-124688,9/28/2014,10/3/2014,Standard Class,KD-16495,28314,OFF-PA-10001457,96.256,8,0.2,31.2832
CA-2016-151169,9/28/2014,10/3/2014,Standard Class,KD-16495,28314,OFF-PA-10001804,10.688,2,0.2,3.7408
US-2016-134761,7/10/2016,7/14/2016,Standard Class,LH-17155,75081,OFF-ST-10000689,338.04,3,0.2,-33.804
CA-2017-120705,7/10/2016,7/14/2016,Standard Class,LH-17155,75081,OFF-AR-10002135,154.24,4,0.2,17.352
CA-2015-157322,7/29/2017,8/1/2017,Second Class,AG-10675,28540,OFF-AP-10002082,34.848,2,0.2,6.534
CA-2017-142034,7/29/2017,8/1/2017,Second Class,AG-10675,28540,TEC-PH-10003442,22,5,0.2,1.375
CA-2016-107328,7/29/2017,8/1/2017,Second Class,AG-10675,28540,OFF-AR-10002833,4.368,3,0.2,0.3822
CA-2016-108616,9/3/2015,9/9/2015,Standard Class,DB-13120,94122,OFF-ST-10001325,31.44,3,0,8.4888
CA-2017-125115,9/3/2015,9/9/2015,Standard Class,DB-13120,94122,TEC-AC-10003038,17.9,2,0,3.401
CA-2016-150945,9/3/2015,9/9/2015,Standard Class,DB-13120,94122,TEC-AC-10003590,129.45,5,0,46.602
CA-2014-166863,8/9/2014,8/16/2014,Standard Class,ED-13885,92037,OFF-LA-10000262,20.88,8,0,9.6048
CA-2017-140326,10/30/2017,11/3/2017,Standard Class,MC-18100,19140,OFF-PA-10004355,20.736,4,0.2,7.2576
CA-2016-168536,10/30/2017,11/3/2017,Standard Class,MC-18100,19140,FUR-FU-10004415,7.168,2,0.2,0.9856
